time,topic,related,emotion,content,comment
284.50000,,2,0.0,5,4411 ░░░░░░░▄░░░░░░░░░░░░ ░░░░▄▄░██▓██▓▓▄░░░░░ ░░░░▓███▓▓██▓██▄▄░░░ ░░▄█▓██▓▓██▓██▓▓█▄░░ ░▄▓▓█▓▓██████████▓▄░ ▀█▓████▓██████████▓▌ ░▓█▓███▒▒▀░░▀▀█████▌ ▐█████▀▒▒░░░░▒▒▐████ ░░▀▀▀▌▒▄▀▄░░░▒▒▐██▌░ ░░░▒▐▒░▒▓▒░░░▄▀█▀█▌░ ░░░░▌▒▒░░░░░▌▒▓▐░░░░ ░░░░▐▒▒▒▒▒▄▄▐░░▐░░░░ ░░░░░▌▒▄▓▓▒▓▄▒▓░░░░░ ░░░░░▀▓▐▀▀▀█▒▓░░░░░░ ░░░░░░▓░▀▄▄▌▓░░░░░░░ ░░░░░░░▓▓▓▓▓░░░░░░░░
285.00000,10,2,1.0,2,KappaPride
285.33333,5,1,-1.0,5,shirtless Kripp WutFace
285.66667,10,1,0.0,2,TriHard where
286.00000,8,1,-1.0,5,WutFace INC
287.00000,10,1,0.0,2,TriHard
287.33333,10,1,1.0,2,Kappa
287.66667,9,2,0.0,5,Nipparian
288.00000,,2,0.0,5,551 ░░░░░░░▄░░░░░░░░░░░░ ░░░░▄▄░██▓██▓▓▄░░░░░ ░░░░▓███▓▓██▓██▄▄░░░ ░░▄█▓██▓▓██▓██▓▓█▄░░ ░▄▓▓█▓▓██████████▓▄░ ▀█▓████▓██████████▓▌ ░▓█▓███▒▒▀░░▀▀█████▌ ▐█████▀▒▒░░░░▒▒▐████ ░░▀▀▀▌▒▄▀▄░░░▒▒▐██▌░ ░░░▒▐▒░▒▓▒░░░▄▀█▀█▌░ ░░░░▌▒▒░░░░░▌▒▓▐░░░░ ░░░░▐▒▒▒▒▒▄▄▐░░▐░░░░ ░░░░░▌▒▄▓▓▒▓▄▒▓░░░░░ ░░░░░▀▓▐▀▀▀█▒▓░░░░░░ ░░░░░░▓░▀▄▄▌▓░░░░░░░ ░░░░░░░▓▓▓▓▓░░░░░░░░
289.00000,9,2,0.0,5,@nkehoe you think like that and i think dhey suck
290.00000,9,1,0.0,5,TriHard without the nigs showing? TriHard
291.00000,1,2,0.0,5,HIS SHIRT IS MADE OF BODY HAIR DatSheffy
292.00000,8,1,0.0,5,HUGE TriHard
292.50000,1,2,-1.0,5,THIS KOLENTO IS CRAZY
294.00000,10,1,0.0,2,TriHard
294.33333,10,1,0.0,2,TriHard
294.66667,,2,0.0,5,223 ░░░░░░░▄░░░░░░░░░░░░ ░░░░▄▄░██▓██▓▓▄░░░░░ ░░░░▓███▓▓██▓██▄▄░░░ ░░▄█▓██▓▓██▓██▓▓█▄░░ ░▄▓▓█▓▓██████████▓▄░ ▀█▓████▓██████████▓▌ ░▓█▓███▒▒▀░░▀▀█████▌ ▐█████▀▒▒░░░░▒▒▐████ ░░▀▀▀▌▒▄▀▄░░░▒▒▐██▌░ ░░░▒▐▒░▒▓▒░░░▄▀█▀█▌░ ░░░░▌▒▒░░░░░▌▒▓▐░░░░ ░░░░▐▒▒▒▒▒▄▄▐░░▐░░░░ ░░░░░▌▒▄▓▓▒▓▄▒▓░░░░░ ░░░░░▀▓▐▀▀▀█▒▓░░░░░░ ░░░░░░▓░▀▄▄▌▓░░░░░░░ ░░░░░░░▓▓▓▓▓░░░░░░░░
295.00000,10,1,-1.0,2,WutFace
296.00000,10,2,0,2,🍌 🍌 🍌
297.00000,10,2,-1.0,2,DansGame
297.33333,10,1,0.0,2,TriHard
297.66667,10,1,-1.0,2,WutFace
298.00000,10,1,-1.0,2,WutFace
298.50000,8,2,0.0,5,ascii spam inc
299.00000,2,2,0.0,5,HaHAHA
299.33333,5,1,1.0,5,I have 80 gold friend quest on EU but no friends online. Add me. ArtGas 2390 (add hashtag)
299.66667,10,2,0.0,2,OhMyDog
300.00000,1,2,0.0,5,"ur allowed to show nipples on stream now, they changed the rule, but didnt announce it."
300.33333,5,2,1.0,5,mods SeemsGood
300.66667,10,1,1.0,2,PogChamp
301.00000,10,1,-3.0,2,WutFace WutFace WutFace
302.00000,6,1,1.0,5,DONT STOP CUMMING Kreygasm
302.33333,3,1,0.0,5,not banning this autistic *** who keeps spamming over and over haHAA
302.66667,10,1,0.0,2,TriHard
303.00000,10,1,0.0,2,TriHard
304.00000,10,1,-1.0,2,WutFace
304.50000,10,1,-1.0,2,WutFace
305.00000,,2,0.0,5,13123 ░░░░░░▄▄▄▄▄▓▓▓▄▄▄░░░░░ ░░░░▄▄▓▓▓▓▓▓▓▓▓▓▓▓▓▄░░░ ░░▄▄▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▀█▄░ ░▓▓▌▓▓▓░░▒▒▒▒▀(◐)▒▒▒▒▒█▓ ░▓▓▌▓▓░▒▒▓(◐)▓░░░▒▓▓(◐)█▓ ▓▓▌▓▓█▄█▀▄▄░▀░▀▄▄▀░░█░█ ▓▓▌▓▓▀▄█▄█░█▀▄▄▄▄▄▀██░█ ░▓▓▌▓▓░█░███▄█▄█▄███░░█ ░▓▓▌▓▓░█░███████████░░█ ░▓▓▌▓▓░█░███████████░░█ ░▓▓▌▓▓░█░███████████░░█ ░▓▓▌▓▓░▀▀█░█▀█▀█▀███░█ ░░▓▓▌▓▓░░░▀▀▄█▄█▄█▄▀░█ ░░▓▓▌▓▓▓▓▀▀▄▄▄▄▄▄▄▄▄▄▀
308.00000,5,2,-1.0,5,@nkehoe Vegans literally caused the black plague
308.33333,10,2,0.0,1,dogdogQ
308.66667,10,1,-1.0,2,WutFace
309.00000,8,1,0.0,5,gg TriHard o7
309.33333,10,1,-1.0,2,WutFace
309.66667,10,1,-1.0,2,WutFace
310.00000,,2,0.0,5,441 ░░░░░░▄▄▄▄▄▓▓▓▄▄▄░░░░░ ░░░░▄▄▓▓▓▓▓▓▓▓▓▓▓▓▓▄░░░ ░░▄▄▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▀█▄░ ░▓▓▌▓▓▓░░▒▒▒▒▀(◐)▒▒▒▒▒█▓ ░▓▓▌▓▓░▒▒▓(◐)▓░░░▒▓▓(◐)█▓ ▓▓▌▓▓█▄█▀▄▄░▀░▀▄▄▀░░█░█ ▓▓▌▓▓▀▄█▄█░█▀▄▄▄▄▄▀██░█ ░▓▓▌▓▓░█░███▄█▄█▄███░░█ ░▓▓▌▓▓░█░███████████░░█ ░▓▓▌▓▓░█░███████████░░█ ░▓▓▌▓▓░█░███████████░░█ ░▓▓▌▓▓░▀▀█░█▀█▀█▀███░█ ░░▓▓▌▓▓░░░▀▀▄█▄█▄█▄▀░█ ░░▓▓▌▓▓▓▓▀▀▄▄▄▄▄▄▄▄▄▄▀
310.16667,10,2,0.0,1,dogdogQ
310.33333,10,2,0.0,2,OhMyDog
310.50000,6,2,1.0,5,Maybe i´m KappaPride but Kripp shirtless YouWHY
310.66667,8,1,0.0,5,TriHard 7
310.83333,10,1,-1.0,2,TriHard WutFace OhMyDog
311.00000,6,2,2.0,5,top kek Kreygasm
311.33333,10,1,-1.0,2,WutFace
311.66667,10,2,0.0,2,WUtFace
312.00000,10,2,-1.0,2,NotLikeThis ((( OhMyDog
313.00000,10,1,-1.0,2,WutFace
313.33333,3,2,0.0,5,still spamming ...
313.66667,,2,0.0,5,3232 ░░░░░░▄▄▄▄▄▓▓▓▄▄▄░░░░░ ░░░░▄▄▓▓▓▓▓▓▓▓▓▓▓▓▓▄░░░ ░░▄▄▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▀█▄░ ░▓▓▌▓▓▓░░▒▒▒▒▀(◐)▒▒▒▒▒█▓ ░▓▓▌▓▓░▒▒▓(◐)▓░░░▒▓▓(◐)█▓ ▓▓▌▓▓█▄█▀▄▄░▀░▀▄▄▀░░█░█ ▓▓▌▓▓▀▄█▄█░█▀▄▄▄▄▄▀██░█ ░▓▓▌▓▓░█░███▄█▄█▄███░░█ ░▓▓▌▓▓░█░███████████░░█ ░▓▓▌▓▓░█░███████████░░█ ░▓▓▌▓▓░█░███████████░░█ ░▓▓▌▓▓░▀▀█░█▀█▀█▀███░█ ░░▓▓▌▓▓░░░▀▀▄█▄█▄█▄▀░█ ░░▓▓▌▓▓▓▓▀▀▄▄▄▄▄▄▄▄▄▄▀
314.00000,6,1,-1.0,5,t_ WutFace
315.00000,2,2,0.0,5,"@ninahartleyhs, how about you artgas yourself"
317.00000,3,1,0.0,5,@HSdogdog show decklist please
317.33333,10,1,0.0,2,TriHard TriHard TriHard TriHard TriHard TriHard
317.66667,5,2,0.0,5,PAY TO MOD
318.00000,10,1,-1.0,2,WutFace
319.00000,10,2,-1.0,2,NotLikeThis
319.50000,9,2,0.0,5,BAN HIM
320.00000,,2,0.0,5,5112 ░░░░░░▄▄▄▄▄▓▓▓▄▄▄░░░░░ ░░░░▄▄▓▓▓▓▓▓▓▓▓▓▓▓▓▄░░░ ░░▄▄▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▀█▄░ ░▓▓▌▓▓▓░░▒▒▒▒▀(◐)▒▒▒▒▒█▓ ░▓▓▌▓▓░▒▒▓(◐)▓░░░▒▓▓(◐)█▓ ▓▓▌▓▓█▄█▀▄▄░▀░▀▄▄▀░░█░█ ▓▓▌▓▓▀▄█▄█░█▀▄▄▄▄▄▀██░█ ░▓▓▌▓▓░█░███▄█▄█▄███░░█ ░▓▓▌▓▓░█░███████████░░█ ░▓▓▌▓▓░█░███████████░░█ ░▓▓▌▓▓░█░███████████░░█ ░▓▓▌▓▓░▀▀█░█▀█▀█▀███░█ ░░▓▓▌▓▓░░░▀▀▄█▄█▄█▄▀░█ ░░▓▓▌▓▓▓▓▀▀▄▄▄▄▄▄▄▄▄▄▀
320.25000,7,1,0.0,5,"@Hsdogdog, You stopped doing youtube FeelsBadMan"
320.50000,8,1,1.0,5,ultimate ramp PogChamp
320.75000,7,1,-1.0,5,@mbariscan123 because there not *** cruel ignorant peices of shit?
321.00000,10,1,-1.0,2,WutFace
321.25000,5,2,1.0,5,Always lucky
321.50000,5,1,-1.0,5,MODS WutFace
321.75000,5,1,0.0,5,"make him a mod soon, ur mods are useless"
322.00000,,2,0.0,5,MOH WOH
322.50000,10,1,-1.0,2,WutFace
323.00000,10,2,-2.0,2,NotLikeThis NotLikeThis
324.00000,9,2,0.0,5,Make him a mod to ban this clown
324.33333,10,2,0.0,1,dogdogQ
324.66667,7,2,-2.0,5,can someone perma ban this retard spammer FailFish timeouts aren't doing ***
325.00000,5,1,-1.0,5,WutFace save me
325.20000,5,1,-1.0,5,WutFace MODSS????
325.40000,6,2,0.0,5,ULU ░░░░░░▄▄▄▄▄▓▓▓▄▄▄░░░░░ ░░░░▄▄▓▓▓▓▓▓▓▓▓▓▓▓▓▄░░░ ░░▄▄▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▀█▄░ ░▓▓▌▓▓▓░░▒▒▒▒▀(◐)▒▒▒▒▒█▓ ░▓▓▌▓▓░▒▒▓(◐)▓░░░▒▓▓(◐)█▓ ▓▓▌▓▓█▄█▀▄▄░▀░▀▄▄▀░░█░█ ▓▓▌▓▓▀▄█▄█░█▀▄▄▄▄▄▀██░█ ░▓▓▌▓▓░█░███▄█▄█▄███░░█ ░▓▓▌▓▓░█░███████████░░█ ░▓▓▌▓▓░█░███████████░░█ ░▓▓▌▓▓░█░███████████░░█ ░▓▓▌▓▓░▀▀█░█▀█▀█▀███░█ ░░▓▓▌▓▓░░░▀▀▄█▄█▄█▄▀░█ ░░▓▓▌▓▓▓▓▀▀▄▄▄▄▄▄▄▄▄▄▀
325.60000,5,2,-1.0,5,MODS SwiftRage
325.80000,10,2,-1.0,2,NotLikeThis
326.00000,9,2,0.0,5,Alien Harambe
326.50000,,2,0.0,5,1213 ░░░░░░▄▄▄▄▄▓▓▓▄▄▄░░░░░ ░░░░▄▄▓▓▓▓▓▓▓▓▓▓▓▓▓▄░░░ ░░▄▄▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▀█▄░ ░▓▓▌▓▓▓░░▒▒▒▒▀(◐)▒▒▒▒▒█▓ ░▓▓▌▓▓░▒▒▓(◐)▓░░░▒▓▓(◐)█▓ ▓▓▌▓▓█▄█▀▄▄░▀░▀▄▄▀░░█░█ ▓▓▌▓▓▀▄█▄█░█▀▄▄▄▄▄▀██░█ ░▓▓▌▓▓░█░███▄█▄█▄███░░█ ░▓▓▌▓▓░█░███████████░░█ ░▓▓▌▓▓░█░███████████░░█ ░▓▓▌▓▓░█░███████████░░█ ░▓▓▌▓▓░▀▀█░█▀█▀█▀███░█ ░░▓▓▌▓▓░░░▀▀▄█▄█▄█▄▀░█ ░░▓▓▌▓▓▓▓▀▀▄▄▄▄▄▄▄▄▄▄▀
327.00000,10,1,0.0,1,SMOrc
327.33333,5,2,0.0,5,face wing
327.66667,10,2,0,2,DO IT
328.00000,5,2,0.0,5,PAY FOR MOD
328.33333,10,1,0.0,2,SMOrc
328.66667,5,1,-1.0,1,PAY TO MOD BrokeBack
329.00000,10,1,0.0,2,SMOrc
329.33333,10,1,1.0,1,Kappa
329.66667,8,2,0.0,5,FACEE
330.00000,8,1,0.0,5,SMOrc SOME SMOrc BODY SMOrc ONCE SMOrc TOLD SMOrc ME SMOrc
331.00000,10,1,0.0,2,SMOrc
331.25000,10,1,0.0,2,SMOrc //
331.50000,10,2,-1.0,2,BrokeBack
331.75000,10,1,0.0,2,SMOrc
332.00000,7,2,-1.0,5,mods that cant do their job FailFish
332.12500,10,1,0.0,2,SMOrc
332.25000,10,2,0.0,2,face
332.37500,5,2,-1.0,5,MODS NotLikeThis
332.50000,6,2,0.0,5,DONT STOP CUMMING
332.62500,10,1,0.0,2,SMOrc SMOrc
332.75000,10,1,0.0,2,SMOrc
332.87500,9,2,0.0,5,yolo
334.00000,8,2,0.0,5,deathwing
334.20000,10,1,0.0,2,SMOrc
334.40000,10,2,0,2,DO IT
334.60000,10,2,0.0,2,FACE
334.80000,10,2,0.0,2,FACE
335.00000,10,2,0.0,2,FACE
335.14286,10,1,0.0,2,SMOrc
335.28571,10,1,0.0,2,SMOrc
335.42857,10,1,0.0,2,DO IT SMOrc
335.57143,10,1,0.0,2,SMOrc
335.71429,10,1,0.0,2,SMOrc
335.85714,8,2,0.0,5,BALLS
336.00000,10,1,0.0,2,SMOrc
336.14286,10,1,2.0,2,PogChamp DO IT PogChamp
336.28571,6,2,0.0,5,JUST DO IT
336.42857,,2,0.0,5,The purge
336.57143,4,2,-1.0,5,smack face
336.71429,7,2,0.0,5,BASED MODS gachiGASM
336.85714,6,1,1.0,5,KingMe KingMe NervousMonkey LUL
338.00000,10,2,0.0,2,face
338.16667,8,2,0.0,5,SNACK FACE DEATHWING!
338.33333,10,1,0.0,2,SMOrc
338.50000,10,1,0.0,2,SMOrc
338.66667,9,2,0.0,5,BAN HIM DUMBASS
338.83333,10,1,0.0,2,SMOrc
339.00000,10,2,0,2,do it
339.33333,8,2,0.0,5,DEATHWING
339.66667,10,1,0.0,2,SMOrc
340.00000,10,1,0.0,2,SMOrc
340.25000,10,2,0,2,DO IT
340.50000,10,1,0.0,2,SMOrc
340.75000,8,1,0.0,5,SMOrc yes do it
341.00000,8,2,0.0,5,FACE or reported
341.33333,8,2,0.0,5,"FACE, HAVE BALLS"
341.66667,8,2,0.0,5,face deathwing
342.00000,10,1,0.0,2,SMOrc
342.33333,8,1,0.0,5,SMOrc YES
342.66667,10,1,0.0,2,TriHard
343.00000,10,1,0.0,2,SMOrc
343.20000,10,1,0.0,2,SMOrc
343.40000,10,2,0,2,Do it!!!!!
343.60000,1,1,0.0,5,SMOrc DW
343.80000,8,2,0.0,5,Deathwingg
344.00000,10,1,0.0,2,SMOrc
344.20000,4,2,-1.0,5,SMACK HIS BALLS
344.40000,10,1,0.0,2,SMOrc
344.60000,10,2,0,2,Do it
344.80000,10,2,0.0,2,FACE
345.00000,10,2,0.0,2,Trihard
345.25000,10,1,0.0,2,SMOrc
345.50000,9,2,0.0,5,hooked on a fee ele l ing
345.75000,10,2,0.0,2,SMORC
346.00000,1,2,0.0,5,OOGA CHAKA
346.16667,8,1,0.0,5,TriHard OOGA
346.33333,10,1,0.0,2,SMOrc
346.50000,10,1,0.0,2,TriHard
346.66667,9,1,-1.0,5,Smash his mouth! SMOrc
346.83333,10,2,0.0,2,face
347.00000,10,1,0.0,2,SMOrc 👌
347.25000,10,1,0.0,2,SMOrc SMOrc SMOrc SMOrc
347.50000,5,2,0.0,5,SourPls
347.75000,10,1,0.0,2,SMOrc //
348.00000,10,1,0.0,2,SMOrc SMOrc SMOrc
348.20000,10,1,0.0,2,TriHard
348.40000,5,2,-1.0,5,FACE wtf noob
348.60000,10,1,0.0,2,SMOrc
348.80000,1,2,0.0,5,OOGA OOGA CHAKA
349.00000,10,1,0.0,2,SMOrc
349.16667,8,2,0.0,5,DON'T NO BALLS IT
349.33333,,2,0.0,5,all inn
349.50000,1,2,0.0,5,DWWWW
349.66667,10,1,0.0,2,SMOrc
349.83333,7,2,-1.0,5,set up lethal in2 turns
350.00000,3,2,-1.0,5,BALLS SwiftRage
350.14286,10,1,0.0,2,TriHard
350.28571,5,2,0.0,5,GO FAAAAACE BRUH
350.42857,5,2,0.0,5,SourPls
350.57143,10,1,0.0,2,SMOrc
350.71429,1,1,0.0,5,OOGA OOGA OOGA CHAKA SMOrc
350.85714,1,2,0.0,5,face + DW
351.00000,3,2,0.0,5,WAIT A TURN
351.16667,10,1,0.0,2,SMOrc
351.33333,10,1,0.0,2,SMOrc
351.50000,1,2,0.0,5,Do it now
351.66667,10,1,0.0,2,SMOrc
351.83333,9,2,0.0,5,EZ MODs FeelsGoodMan
352.00000,10,1,0.0,2,SMOrc SMOrc SMOrc SMOrc SMOrc
352.33333,10,1,0.0,2,SMOrc
352.66667,8,1,-1.0,5,NO BALLS DansGame
353.00000,5,2,0.0,5,GOOOO
353.12500,5,1,0.0,5,SMOrc best play
353.25000,6,2,0.0,5,KingMe copyThis pastaThat
353.37500,1,1,0.0,5,SMOrc OOGA CHAKA
353.50000,10,1,0.0,2,SMOrc
353.62500,10,1,0.0,2,SMOrc
353.75000,10,2,0,2,DO IT
353.87500,5,2,0.0,5,SourPls
354.00000,10,1,0.0,2,SMOrc
354.14286,8,1,0.0,5,SMOrc OGA SHACKA
354.28571,10,1,0.0,2,SMOrc
354.42857,10,1,0.0,2,SMOrc
354.57143,4,1,1.0,5,GUARDIANS OF THE GALAXY PogChamp
354.71429,8,2,0.0,5,deathwing yes
354.85714,10,1,0.0,2,TriHard
355.00000,8,1,0.0,5,SMOrc UGA UGA UGA SMOrc
355.14286,8,1,0.0,5,TriHard UGA TriHard UGA TriHard UGA
355.28571,10,2,0.0,2,Smorc
355.42857,8,2,1.0,5,pretty easy if you ask me
355.57143,3,2,0.0,5,CORRECT IS WAITING
355.71429,1,1,0.0,5,uka chaka SMOrc
355.85714,10,1,0.0,2,SMOrc //
356.00000,3,2,0.0,5,dogdogPls
356.20000,8,1,0.0,5,SMOrc do or no balls
356.40000,10,1,1.0,2,SMOrc SMOrc SMOrc VoteYea SMOrc SMOrc SMOrc
356.60000,8,1,0.0,5,SMOrc Just Do It Don't Let Your Dream be Dream
356.80000,10,1,0.0,2,TriHard
357.00000,1,1,0.0,5,TriHard UGA CHAKA TriHard
357.11111,5,2,0.0,5,GO FOR IT ***
357.22222,10,1,0.0,2,TriHard
357.33333,10,1,0.0,2,SMOrc
357.44444,8,1,0.0,5,SMOrc GUD PLAY
357.55556,8,1,0.0,5,OOGA TriHard OOGA TriHard OOGA TriHard
357.66667,8,1,1.0,5,The Ironman Song PogChamp
357.77778,10,1,0.0,2,SMOrc
357.88889,10,1,0.0,2,SMOrc
358.00000,10,1,0.0,2,TriHard TriHard TriHard
358.33333,8,2,0.0,5,YES
358.66667,,2,0.0,5,Smork
359.00000,5,1,1.0,5,SourPls Dog <3 SourPls
359.50000,10,1,0.0,2,SMOrc
360.00000,8,1,1.0,5,NEVERMIND BALLS PogChamp
360.50000,,2,0.0,5,hav 2
361.00000,1,1,0.0,5,UGA CHAKA SMOrc SMOrc
361.33333,8,1,0.0,5,TriHard ZULU WARRIOR
361.66667,10,1,0.0,2,SMOrc
362.00000,8,1,0.0,5,GOOD BOY SMOrc
362.33333,8,1,0.0,5,SMOrc )/ YES
362.66667,1,2,0.0,5,OOGA
363.00000,10,1,0.0,2,TriHard
363.33333,10,1,0.0,2,SMOrc
363.66667,10,2,0,2,DO IT
364.00000,8,1,0.0,5,GOOD SMOrc
364.25000,1,1,0.0,5,SMOrc HIT FACE SMOrc
364.50000,,2,0.0,5,UHGACHACKA
364.75000,10,1,0.0,2,SMOrc
365.00000,10,1,0.0,2,SMOrc
365.33333,8,1,1.0,5,EXECUTE LUL
365.66667,8,1,0.0,5,SMOrc good
366.00000,10,1,0.0,2,SMOrc
366.50000,1,2,0.0,5,OOGAAAA
367.00000,10,2,0.0,2,SMorc
368.00000,9,2,0.0,1,This song dogdogGasm
368.12500,8,1,0.0,5,zz TriHard //
368.25000,,2,0.0,5,ZULUL
368.37500,2,1,0.0,5,r9k 🛡 cmonBruh 🗡 🍌
368.50000,8,1,0.0,5,SMOrc uga
368.62500,10,2,0.0,2,face
368.75000,10,1,1.0,2,LUL
368.87500,10,1,0.0,2,SMOrc
369.00000,,2,-2.0,5,TAUNT IS CHEAT
370.00000,8,2,0.0,5,no balls
370.25000,10,1,0.0,2,~ SMOrc ~
370.50000,10,1,0.0,2,SMOrc
370.75000,6,2,1.0,5,DESUWING VoHiYo
371.00000,8,1,0.0,5,SMOrc Song
371.50000,6,1,1.0,5,Cucked by monkey LUL
372.00000,6,2,0.0,5,BasedGod NOW THIS IS MY *** *** BasedGod
373.00000,10,1,0.0,2,TriHard
375.00000,4,2,-1.0,5,SMACK HIS BALLS WITH YOUR FACE
375.50000,10,2,0,2,🍌 🍌 🍌
377.00000,,2,0.0,5,moonfire
377.25000,6,2,0.0,5,PepePls
377.50000,4,1,1.0,5,GUARDIANS OF THE GALAXY 2 Incoming PogChamp
377.75000,,2,0.0,5,PepePsl
378.00000,8,2,0.0,5,trade deathwing
379.00000,10,1,0.0,2,TriHard 👌
380.00000,10,1,0.0,2,TriHard 🍌
381.00000,,2,0.0,5,Wraith
386.00000,8,1,-1.0,5,SMOrc Wrath is better
386.50000,6,2,0.0,5,PepePls
388.00000,6,2,0.0,5,draw card
388.50000,4,1,0.0,5,Guardians of the Galaxy? DansGame Ally McBeal! PogChamp
389.00000,,1,0.0,5,SWEDISH MUSAIC?
389.50000,10,1,0.0,2,SMOrc
390.00000,8,2,0.0,5,AHHHHHHH
391.00000,1,1,0.0,5,FACE IS PLACE SMOrc
392.00000,5,2,0.0,5,(ditto)
392.50000,3,2,1.0,5,reservoir dogs Kreygasm
393.00000,1,1,0.0,5,1 TriHard TriHard TriHard ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ DatSheffy / AMPEnergyCherry AMPEnergyCherry AMPEnergyCherry
394.00000,,2,0.0,5,cycle
396.00000,6,2,0.0,5,Draw
397.00000,10,1,0.0,2,TriHard 🍌
399.00000,,2,0.0,5,FORCE
405.00000,8,2,-1.0,5,ya you can draw with wrath
405.50000,10,1,0.0,2,TriHard 🍌
411.00000,8,1,0.0,5,Missed 12 dmg face SMOrc
412.00000,10,1,0.0,2,TriHard
412.50000,6,1,0.0,5,@HSdogdog dog i found a new meta for brawl this weel its mechwarper+metaltooth leaper+annoy o tron
413.00000,10,2,0,2,for you
417.00000,,2,0.0,5,4 U
418.00000,8,1,-1.0,5,wrath face SMOrc
420.00000,10,2,0.0,2,Keepo
424.00000,,2,0.0,5,syka blyad
426.00000,10,1,0.0,2,SMOrc
428.00000,9,2,0.0,5,yep legal
428.50000,2,2,1.0,5,"@Vladimir156 ""new"" 4Head"
429.00000,10,1,0.0,2,TriHard 🍉
430.00000,10,1,0.0,2,SMOrc
432.00000,5,1,0.0,5,I dont know your deck so yea my advice was probably bad Kappa
432.50000,10,1,0.0,2,GG SMOrc
436.00000,,2,0,3,!song
436.50000,,2,0,3,Enjoying what you're listening to? Check out dogs playlist here: https://www.youtube.com/playlist?list=PLI5x9vOU7KzXZOUzNbA8j_vf-j24baJ5f (Note : Some songs may have been requested through a donation and will not appear in the playlist above)
442.00000,10,1,1.0,2,LUL
442.50000,2,1,0.0,5,@vladimir156 new?
445.00000,5,2,0.0,5,SourPls
445.50000,8,1,2.0,5,Golden DEATHWING PogChamp
447.00000,8,2,0.0,5,EZ
447.33333,4,2,0.0,5,VapeNation
447.66667,5,2,0.0,5,best deck this brawl is nova + iceblock+ fireball
449.00000,6,2,0.0,5,@vladimir156 Old meta.
450.00000,3,2,0.0,5,it was slam probably
452.00000,7,2,0.0,5,op deck
453.00000,10,2,1.0,2,Kreygasm
453.33333,8,1,1.0,5,why not wrath face?
453.66667,3,2,0.0,5,what a baddie
454.00000,10,1,1.0,2,PogChamp
456.00000,10,1,1.0,2,PogChamp
456.25000,10,1,0.0,2,SMOrc //
456.50000,6,2,0.0,5,ULU
456.75000,10,1,1.0,2,LUL
457.00000,10,1,1.0,2,LUL
459.00000,10,1,1.0,2,LUL
459.50000,10,2,1.0,2,Kreygasm
461.00000,6,2,-1.0,5,WTF D:
461.50000,3,2,0.0,5,wattt a baddie
463.00000,8,2,0.0,5,EZ
463.14286,10,2,1.0,2,Kreygasm
463.28571,8,1,-1.0,5,ALL WILL BURN SMOrc
463.42857,8,1,1.0,5,Easy SMOrc
463.57143,8,2,1.0,5,easy
463.71429,8,2,0.0,5,2 ez
463.85714,10,1,0.0,2,SMOrc
464.00000,10,1,0.0,2,TriHard
464.33333,3,2,0.0,5,FKIN BADDIE
464.66667,8,1,1.0,5,LULLL get that TriHard
465.00000,10,2,0.0,2,FrankerZ
465.50000,,2,0,3,!deck
466.00000,2,2,1.0,5,so balanced
466.14286,10,1,1.0,2,PogChamp
466.28571,,2,0,3,Decklists from stream! http://imgur.com/a/bNYjT (Partially Updated 9/15/16)
466.42857,1,2,0.0,5,OOGA OOGA OOGA
466.57143,10,2,0.0,2,FrankerZ
466.71429,3,2,0.0,1,haHAA
466.85714,8,1,-1.0,5,BURN SMOrc
467.00000,2,1,0.0,5,OhMyDog ?
467.33333,1,1,1.0,5,turn 7 leathal SMOrc VoteYea
467.66667,8,1,3.0,5,"""EASY"" LUL LUL"
468.00000,10,1,1.0,2,LUL
468.50000,8,2,0.0,5,ez
469.00000,10,2,1.0,2,4Head
469.50000,10,1,0.0,2,TriHard TriHard
470.00000,10,2,0.0,2,FrankerZ
470.33333,3,1,1.0,5,this deck is good Kreygasm
470.66667,1,1,0.0,5,TriHard RNG
471.00000,5,2,0.0,5,(diito)
471.20000,10,1,1.0,2,PogChamp
471.40000,6,2,0.0,5,NEW META
471.60000,2,2,1.0,5,xD
471.80000,8,1,1.0,5,WOW DOG SO EZ MUCH PLAY
472.00000,10,1,0.0,2,TriHard
472.25000,10,2,0.0,2,FrankerZ
472.50000,7,2,0.0,5,never lose deck Kreygasn
472.75000,,2,0.0,5,ex
473.00000,10,2,0.0,2,OhMyDog
473.20000,8,2,0.0,1,Ez
473.40000,9,2,0.0,5,RURURU
473.60000,10,1,1.0,2,LUL
473.80000,,2,0.0,5,"simoop,"
475.00000,4,2,0.0,5,dogdogEZ
475.50000,9,2,0.0,5,this deck NEEDS to be nerfed
476.00000,1,2,0.0,5,Ooga *** Chaka
476.25000,8,2,0.0,5,EZ game :tf:
476.50000,10,2,-1.0,2,FailFish
476.75000,6,1,1.0,5,E-Sports LUL
477.00000,5,1,-2.0,5,WTF is this deck? SwiftRage
477.50000,6,1,1.0,5,OUTSKILLED LUL
