time,topic,related,emotion,content,comment
1892.00000,3,1,2.0,5,hahaha sounds great Wolfgirlwarrior :D Maybe we can dictate for you ;D
1920.00000,1,1,1.0,5,what pure?
1929.00000,,2,0.0,5,You a BAWSe
1929.50000,1,1,1.0,5,Let's hope we don't see chefBreak tomorrow Kappa
1930.00000,2,1,2.0,5,pimz did it. not me. blame him Kappa
1945.00000,2,2,0.0,5,brb
1959.00000,2,2,0.0,5,I told pimz how to do it
1994.00000,2,1,3.0,5,Team work makes the dream work :D
1996.00000,,2,0.0,5,renayHigh5
2002.00000,2,2,2.0,5,Team work is valuable for mods yes.
2012.00000,1,1,1.0,5,"why are you a mod, again? Kappa"
2016.00000,,2,2.0,5,SeemsGood the most important
2025.00000,,1,2.0,5,<3 you primmy :D
2029.00000,2,2,0.0,5,"@xflare25, Because I'm you but better."
2035.00000,4,2,0.0,5,"taller, for sure"
2036.00000,1,2,0.0,5,Well that was poor timing
2060.00000,2,1,2.0,5,"nope, I'mma be nice. lol"
2067.00000,2,2,0.0,5,"nah, go for it"
2069.00000,,1,0.0,5,dump on me Kappa
2075.00000,2,1,1.0,5,"not on you, doll lol"
2075.50000,1,2,0.0,5,Drizzy
2078.00000,,2,-1.0,5,That's lewd
2079.00000,2,2,0.0,5,Was gonna pick on Pimmy
2083.00000,1,2,0.0,5,Hello!
2086.00000,3,2,0.0,5,he's too tall to pick on
2088.00000,,2,0.0,5,o/
2089.00000,4,1,0.0,5,not for me
2096.00000,3,1,0.0,5,"Alright, I gotta head home now. Be back in a bit."
2100.00000,2,2,0.0,5,BYE PIMMY
2102.00000,1,2,1.0,5,Home safely!!
2105.00000,4,2,-1.0,5,So talk trash behind my back Colin.
2106.00000,2,2,1.0,5,cam upgrade nice
2107.00000,3,2,1.0,5,hey @Faeronsayn and @TheD1ceMan :)
2110.00000,1,2,0.0,5,Ru Ru Ru!
2111.00000,5,2,0.0,2,OhMyDog
2115.00000,,2,0.0,3,RURURURURURU
2117.00000,3,2,1.0,5,Lucy!!!!!!!! <3
2117.33333,,2,0,5,!pets
2117.66667,,2,0,5,"The Lethal family includes 4 animals! Lucy, Chef's American Staffordshire Terrier. Tuscany, a tortoise-shell domestic short-hair cat. Zelda, a gray domestic-short hair cat. You can take Zelda; she drives us crazy. But we're good parents :) AND our newest addition, Tyson: a kitten we fostered then ended up adopting who is too cute for his own good!"
2118.00000,5,2,0.0,2,FrankerZ
2121.00000,1,2,0.0,5,LNJ IS HOME
2152.00000,,2,0,5,!quote 93
2152.33333,3,2,1.0,5,IM READY FOR THIS MAN
2152.66667,,2,0,5,"Quote #93: ""mrslethal is best mod"" [Creative] [08/18/2016]"
2158.00000,2,2,-1.0,5,GOOGOGOOGOG KNIFE IT
2160.00000,3,1,2.0,5,hey ChefLethalPlays nice to see you again :)
2166.00000,3,1,1.0,5,"Risotto & pork chops, sounds like a weird combo, but okay! :P"
2167.00000,3,2,0.0,5,THIRD CAMERA IN THE FRIDGE
2168.00000,1,2,2.0,5,@CherryGryffon that would be awesome :P
2169.00000,4,2,-1.0,5,Shake dat booty! sketchHype
2176.00000,,1,0.0,5,WHAT DIVISION YOU ARE ?
2179.00000,,2,1.0,5,This is why he was streaming until midnight Tuesday night ;)
2231.00000,3,1,2.0,5,"whats up, just came home from 13 hours work! :D"
2239.00000,1,2,0.0,5,boxed chicken
2246.00000,1,1,1.0,5,"Awww if you lived closer, Chef, I could have given you some chicken broth! I made some today xD"
2284.00000,2,2,1.0,5,"bed in 15min work again in 9,45hours"
2302.00000,1,1,0.0,5,"Confirmed, chef collects bones"
2304.00000,3,1,-1.0,5,"Chef has a few skeletons in his closet, chicken skeletons. Kappa"
2314.00000,2,1,1.0,3,LoL @OnlyGingerWhenAngry
2321.00000,3,1,1.0,5,"I made mine with the actual chicken breast xD Needed to cook the breast, wanted broth for soup, voila!"
2354.00000,3,2,-2.0,5,Spooky scary chicken skeletons
2377.00000,4,1,1.0,5,same life here man :P life as a chefstudent can be hard :P
2384.00000,,2,0.0,5,chefMic
2387.00000,4,2,0.0,5,@cheflethalplays I am happy for you dude
2387.50000,4,2,0.0,5,oh
2389.00000,5,1,1.0,2,Kappa
2392.00000,1,2,-1.0,5,nothing wrong with boxed
2404.00000,3,1,1.0,5,Halloween sketchHype FeelsAmazingMan :D
2415.00000,2,2,1.0,5,My Halloween plans involve celebrating my mom's anniversary xD
2417.00000,3,1,2.0,5,Halloween idea: Something with deer & dress up like the hunter from Bambi. Kappa
2419.00000,,2,1.0,5,VINO <3
2421.00000,2,2,0.0,5,ppl dont have hours to cook it down
2444.00000,,2,0.0,5,CHEERS
2473.00000,2,1,1.0,5,lol grape juice in a wine bottle... #fancy
2480.00000,2,1,1.0,5,pumpkin pies? PogChamp
2484.00000,4,1,0.0,5,Yeah! Nightmare before Christmas wedding last year. so it's her 1 year anni and we're hyped :D
2495.00000,,1,0.0,5,is that the grigio?
2495.50000,,2,0,5,"BTTV (BetterTTV) is a browser plugin that allows you to customize your Twitch experience! Get it at www.betterttv.com! By doing so you open up the possibilities to use the 5 AMAZING emotes that are available on my channel! ""chefBreak"" chefBreak ""chefSkills"" chefSkills ""chefHat"" chefHat ""chefHeart"" chefHeart ""chefDrunk"" chefDrunk"
2496.00000,5,2,3.0,2,Kreygasm Kreygasm Kreygasm
2501.00000,3,1,1.0,5,chef is drinking wine PogChamp
2514.00000,2,1,-2.0,5,fake fake hes a fake lol
2523.00000,3,2,0.0,5,whats this
2530.00000,4,1,0.0,5,what you think i should eat?
2538.00000,,2,0.0,5,why is he heston blumenthaling it
2541.00000,1,2,0.0,5,food
2558.00000,1,2,0.0,5,"Yung_Gawg, All the food!"
2565.00000,2,1,-1.0,5,I see stuff doing with dear and pumpkin come on guys hes not gonna torture his better half on halloween
2623.00000,4,2,1.0,5,you should eat a healthy bowl of booty O's
2638.00000,2,1,1.0,5,"You heard it here folks, Cheflethalplays supports hedonism. :D"
2646.00000,4,2,0.0,5,"""Eat whatever makes you feel good"""
2658.00000,4,1,-1.0,5,No alert for $2? :(
2659.00000,2,2,0.0,5,"yess haa your still here, i thought i missed you."
2662.00000,4,2,0.0,5,Booty O's mmmmm share
2667.00000,,2,0.0,5,feeed heR
2670.00000,1,2,0.0,5,I was but it was loading forever so I didnt hear it
2674.00000,,2,0,5,"Xflare25, that host accentuates your natural beauty quite nicely. Thank you!"
2675.00000,2,2,0.0,5,I see a kitty tail!
2679.00000,,2,0.0,5,PETA
2682.00000,,2,0.0,5,forgot to do that
2684.00000,2,1,2.0,5,I wonder whoever that tail could belong to Kappa
2690.00000,2,2,0.0,5,Kitty!! \o/
2695.00000,4,2,0.0,5,that little face
2700.00000,,2,0.0,5,CoolCat p
2700.50000,5,2,0.0,2,RalpherZ
2702.00000,4,2,0.0,5,bring the cat back!
2705.00000,4,2,0.0,5,Sweet face
2713.00000,3,2,0.0,5,Lucy! chefHeart
2734.00000,,2,0,5,!pets
2735.00000,,2,0,5,"The Lethal family includes 4 animals! Lucy, Chef's American Staffordshire Terrier. Tuscany, a tortoise-shell domestic short-hair cat. Zelda, a gray domestic-short hair cat. You can take Zelda; she drives us crazy. But we're good parents :) AND our newest addition, Tyson: a kitten we fostered then ended up adopting who is too cute for his own good!"
2741.00000,2,1,1.0,5,kicking cats reported to the ppl who like cats
2741.50000,3,1,-1.0,5,oh and a wild tuscany! chefHeart
2746.00000,4,2,0.0,5,dat pit
2750.00000,4,1,-1.0,5,@ChefLethalPlays donated $2 but no alert :(
2756.00000,3,2,-1.0,5,"hey lethal, hey chat"
2759.00000,3,1,1.0,5,"Cat's there like ""I could do tricks too.. If I wanted..."""
2771.00000,2,2,0.0,5,pooty cam
2778.00000,4,1,1.0,5,Sweet Tuscany and Zelda <3
2787.00000,2,1,0.0,5,cohhTorque cohhTorque cohhTorque cohhTorque cohhTorque cohhTorque cohhTorque cohhTorque cohhTorque cohhTorque cohhLetho cohhLetho cohhLetho cohhLetho cohhLUL cohhLUL cohhLUL cohhLUL cohhEat cohhEat cohhEat cohhFA cohhFA cohhFA
2802.00000,4,1,2.0,5,tuscany looks like she has a distinguished mustache
2804.00000,2,1,1.0,3,PogChamp Oh my lanta my cats have such differences in preference too
2821.00000,4,1,2.0,5,"Between textures, and flavours, we end up spending like $50 every time we buy treats xD"
2827.00000,,2,0.0,5,catstream!
2830.00000,3,2,-1.0,5,"Cats are insane, Cherry. I have 4 and can't keep up."
2831.00000,1,1,0.0,5,what was the announcement?
2844.00000,2,1,0.0,5,and in comes tyson for the steal? Kappa
2846.00000,,2,0.0,5,">_> We have 17 in our house atm, and 3 outside"
2851.00000,2,2,0.0,5,geeze
2854.00000,1,2,0.0,5,cat's can woof food down
2854.50000,1,1,1.0,5,12 indoors are actually ours though xD
2857.00000,3,1,1.0,5,2 cats and 1 dog is like having 2 wifes and 1 bro
2857.50000,2,2,-1.0,5,Im waiting for tyson to come out of nowhere and start stealing some treats
2868.00000,4,2,0.0,5,"there is another cat, think they have 3"
2878.00000,,2,0.0,5,nidalee cosplay
2881.00000,5,1,1.0,2,Kappa
2882.00000,,2,0.0,3,ahahahahaha
2886.00000,4,2,0.0,5,Zelda pls
2889.00000,4,1,1.0,5,@ChefLethalPlays check your paypal make sure the donation gone thru :)
2899.00000,1,1,1.0,5,"Hello to all the lurkers, hello to all the non lurkers, hello to all the mods, hello to all the non-mods much love, grab your forks and spoons steal @cheflethalplays food and enjoy the stream :-)"
2902.00000,2,1,1.0,5,"Tuscany's like ""No more, k I'm out bye"""
2903.00000,4,2,1.0,5,"the premier member of the ""Cat Fact"" streamers"
2905.00000,3,1,0.0,5,now WASH UR HANDS
2910.00000,4,2,1.0,5,3rd cat totally left out on treats. :o
2915.00000,4,2,0.0,5,"This is how we get 15,000 follows"
2933.00000,3,2,-1.0,5,HYPE for Gamer_Dad!!
2940.00000,4,1,1.0,5,there was no alert...np dude how you doing? been awhile :)
2944.00000,5,1,0.0,2,hollieHeart hollieHeart hollieHeart hollieHeart hollieHeart hollieHeart hollieHeart hollieHeart
2950.00000,3,1,0.0,5,"hey gamer dad, how you been?"
2961.00000,5,1,3.0,2,<3 <3 <3
2963.00000,3,1,0.0,5,chefHeart sketchH chefHeart sketchH
2971.00000,5,1,4.0,2,<3 <3 <3 <3
2976.00000,3,1,-1.0,5,hey flare good thanks and yourself?
2984.00000,5,1,1.0,2,Kappa
2984.50000,2,2,1.0,5,i'm okay :)
2988.00000,,2,0.0,5,Hmmmm
2993.00000,3,2,0.0,5,Eeeeeee
2997.00000,1,2,0.0,5,"hai, darlin!"
2997.50000,3,1,0.0,5,what's the breed of ur dog ?
2999.00000,3,2,0.0,5,chefHeart
3005.00000,3,2,0.0,5,True baby chefHeart
3006.00000,,2,0.0,5,sup
3006.50000,,2,0,5,!pets
3010.00000,,1,0.0,5,WHAT?!
3014.00000,,2,0.0,5,cooldown
3014.50000,,2,0,5,!quote
3015.00000,,2,0,5,"Quote #123: ""It's lit as the kids say"" [Creative] [09/06/2016]"
3017.00000,4,2,0.0,5,Oh
3034.00000,4,2,1.0,5,you could buy food for the stream too thats fine
3036.00000,1,1,1.0,5,@ChefLethalPlays i now have a job whooop :D
3036.50000,1,1,1.0,5,Hey Cheffypoo. <3
3043.00000,,2,0.0,5,heya e bag
3043.50000,5,2,1.0,2,:)
3049.00000,3,2,0.0,5,Hey truuee
3052.00000,3,1,-1.0,5,What's a discord?!
3060.00000,,2,0.0,5,do a lobster friday
3062.00000,,2,0,5,!discord
3062.50000,,2,0,5,"Chef has recently opened up his Discord server to the whole community! Come join the party using this invite! https://discord.gg/Azqe2J7 Patreon Supporters have access to SECRET VIP rooms and stuff, too!"
3063.00000,1,1,0.0,5,"@newfieguy4, @Khostic @PureKaos26 @xFlare25 HAI GAIZ"
3067.00000,4,1,1.0,5,"She looks like a Brindle Pit mix; My mom has a Brindle Pit mix as well, but hers is I think mixed with a whippet"
3093.00000,3,1,1.0,5,"Now there's a quote. ""you don't get to see the glory of my poof"""
3099.00000,1,1,0.0,5,working in a computer repair shop... been there since monday and already made the owner about £700 profit @ChefLethalPlays
3105.00000,,2,0,5,"!quote add ""You don't get to see the glory of my poof."""
3106.00000,,2,0,5,"purekaos26 --> Succesfully added Quote #130: ""You don't get to see the glory of my poof."" [Creative] [09/08/2016]"
3120.00000,4,1,2.0,5,Thanks Pure :D
3122.00000,4,2,0.0,5,Zoomed in too much i seen the freckle on your face chefers
3122.50000,5,2,1.0,2,<3
3131.00000,2,1,1.0,5,"""Zoom in, zoom in, zoom in! Now! Enhance!"""
3147.00000,3,1,2.0,5,yep... finally doing something i love :D
3159.00000,1,1,1.0,5,"wait, it's possible to enjoy your job?"
3169.00000,3,1,0.0,5,yep flare lol
3178.00000,4,2,0.0,5,ALL THE FOLLOWS!!!
3181.00000,1,2,1.0,5,"Welcome, everyone!!!"
3227.00000,4,2,0.0,5,omg those mushrooms are so pretty
3236.00000,4,2,0.0,5,Can u make me some food ples :/
3240.00000,2,1,-1.0,5,"Streamers gonna stream, lurkers gonna lurk, breathers gonna breathe. Such is life."
3247.00000,1,1,0.0,5,I'm sick of all your jokes chef especially the puns Kappa
3258.00000,4,1,1.0,5,"they are, and I don't even like mushrooms."
3259.00000,2,1,-5.0,5,"lurkers gonna lurk, lurk, lurk, lurk, lurk"
3261.00000,,2,0.0,5,I'll give you my stock
3263.00000,,2,0.0,5,OBBY
3264.00000,,2,0,5,!quote 123
3264.50000,,2,0,5,"Quote #123: ""It's lit as the kids say"" [Creative] [09/06/2016]"
3276.00000,1,1,0.0,5,"the whole thing, e?"
3279.00000,5,2,1.0,2,Kreygasm
3289.00000,1,2,0.0,5,The whole thing Drizzy
3312.00000,,2,0,5,!songrequest https://www.youtube.com/watch?v=pPGa6vzfvqk
3312.50000,,2,0,5,Nkruler --> Ask for permission before posting a link! [Purge]
3315.00000,4,1,2.0,5,"@Khostic, Allow me to help then! Fun fact: bakers share their bread recipes on a knead-to-know basis. Kappa"
3326.00000,4,1,0.0,5,Can I post links please?
3331.00000,,2,0.0,5,goddamnti ginger
3331.50000,5,2,-1.0,2,FailFish
3333.00000,,2,1.0,5,wow
3337.00000,,2,0.0,5,goddamnit*
3338.00000,,2,0.0,5,"song request isn't on, @Nkruler"
3343.00000,4,2,0.0,5,ok
3358.00000,1,1,0.0,5,nobody reads those chef
3364.00000,,2,1.0,5,let's be honest
3366.00000,1,1,0.0,5,"you do not, Chef"
3367.00000,,2,0.0,5,I read them :\
3367.50000,2,1,0.0,5,"nope, not there"
3376.00000,4,2,0.0,5,"oh, alright"
3394.00000,1,2,1.0,5,"@Cheflethalplays, A successful diet is the triumph of mind over platter."
3403.00000,1,1,3.0,5,I love reading them xD You find really neat tidbits in them sometimes
3418.00000,2,1,0.0,5,"question, so if you're not a fan of wine, is there anything else you can use as a substitute in resipies?"
3420.00000,4,1,1.0,5,it's kind of a given in twitch that you can't post links lol
3428.00000,5,2,1.0,2,<3
3434.00000,1,2,0.0,5,that's looking good
3488.00000,4,2,0.0,5,"ok, thanks ^^"
3491.00000,4,2,0.0,5,mmmm shrooms
3498.00000,,1,0.0,5,"shroomy musrhrooms, huh?"
3506.00000,1,2,0.0,5,Triggering my need for escape Cheffypoo!
3507.00000,1,1,0.0,5,Or that one summer at Chef camp.
3508.00000,,2,0,5,"!quote add ""I haven't been this shroomy since, like, the third grade."""
3508.50000,,2,0,5,"purekaos26 --> Succesfully added Quote #131: ""I haven't been this shroomy since, like, the third grade."" [Creative] [09/08/2016]"
3511.00000,1,1,2.0,5,"Okay, just one more, then I'll stop for now. Some people don't like food going to waist. Kappa"
3518.00000,1,1,2.0,5,"Im in a mood tonight so this one is for the mods..... Much love and respect to you all, keep up the ass-mazing job :-)"
3523.00000,5,2,-1.0,2,DansGame
3542.00000,4,1,-1.0,5,This is not the sauce pan you're looking for
3553.00000,4,1,0.0,5,"@Cheflethalplays, cops are on the way to bust you for the shrooms lol"
3584.00000,5,2,-1.0,2,FailFish
3630.00000,4,1,-1.0,5,@purekaos26 you threw the pan to far to the left it just hit me in the head
3637.00000,4,2,-1.0,5,:( I'm sorry
3643.00000,3,1,2.0,5,"lol that sounds like something I would do, though, @newfieguy4"
3649.00000,2,1,1.0,5,Lol
3662.00000,1,2,-1.0,5,DIRTY ALL THE SPOONS
3668.00000,,2,0.0,5,#NoSpoonLeftBehind
3672.00000,,2,1.0,5,PogChamp lights
3692.00000,4,1,-1.0,5,mmm dumping and agitating. OH GOSH! Keep talking that way @Cheflethalplays
3712.00000,2,1,2.0,5,im glad im not washing your dish's cuz id be throwing them at you lol
3734.00000,2,2,-1.0,5,that one random mushroom piece floating in the bowl is making me sad.
3745.00000,3,2,-1.0,5,maybe it came from the broth WutFace
3748.00000,1,1,0.0,5,That's not rum or whisky! WHAT IS GOING ON?!
3785.00000,,2,-1.0,5,He was awfully lonely in there by himself
3792.00000,4,2,0.0,5,sketchFeels no shroom left behind maaaan
3798.00000,2,1,-1.0,5,"Now he has rice friends, so I'm less sad."
3801.00000,4,2,0.0,5,That's ok then. haha
3804.00000,3,2,1.0,5,True Pure!
